count	action	text	source
9	press	Press 'Enter' when ready.RE	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:377219
9	select	Select measurement function. -	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:526551
9	choose	CPlease choose the file containing the capacitance calibration data.O	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54708
9	choose	CPlease choose the file containing the capacitance calibration data.V	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:115917
9	choose	Choose file to write._	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102987
9	choose	calBPlease choose the file containing the inductance calibration data.PTH0	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:412981
9	choose	calBPlease choose the file containing the inductance calibration data.gencode.cGenDispatchEntry	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:54724
9	choose	calCPlease choose the file containing the capacitance calibration data.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:116077
9	power	Power Up Unit w/ Batt. vlt.W	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:346515
9	close	close nowIEdup refnum is a flow-though parameter with the same value as refnum.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:100601
9	continue	continue or stop message on an error:	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:102713
9	continue	type of dialog (continue or stop message)>1	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:111868
8	set	Error #%d set: File: %s Line: %d	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:134384
8	short	Str + (short)((short)sVar6 + 2),10);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:310659
8	short	bVar12 = (short)uVar11 < 0;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:133109
8	short	bVar14 = (short)local_10 == 0;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:343353
8	short	bVar14 = (short)local_c == 0;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:347358
8	short	bVar7 = (short)local_8 == 0;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:344517
8	short	iVar2 = (short)local_18 + -1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:288907
8	short	iVar4 = (int)(short)uVar8 / (int)sVar2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:77885
8	short	int *)_Dst = (int)*(short *)_Src;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:221782
8	short	local_48 = (short *)*local_8;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:263990
8	short	local_8 = (int)(short)(sVar5 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:113016
8	short	long,short,char *,short *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12613
8	short	long,unsigned short,long,float *,long,short *,short *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13999
8	short	long,unsigned short,unsigned short,long,unsigned short,long,long,unsigned long,unsigned long	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12143
8	short	long,unsigned short,unsigned short,unsigned short,unsigned short,unsigned short,unsigned	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:13043
8	short	psVar4 = (short *)local_1c[1];	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:305087
8	short	psVar5 = *(short **)(iVar4 + sVar6 * 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:225472
8	short	sVar1 = *(short *)(&DAT_2120f8de + iVar5);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:52985
8	short	sVar1 = *(short *)(piVar2 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:248542
8	short	sVar2 = (short)iVar4 * *psVar7;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:77886
8	short	sVar2 = (short)uVar5 >> 1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:51884
8	short	sVar2 = *(short *)(local_c + 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:326989
8	short	sVar3 = *(short *)_Src;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:221792
8	short	sVar6 = *(short *)(puVar5 + 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:72156
8	short	short *)(puVar7 + 5) = sVar6;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:95070
8	short	short *)_Dst = (short)(char)*_Src;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:221658
8	short	unsigned long *,unsigned short *) */	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:12146
8	short	while ((short)iVar13 < 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:140082
8	short	while ((short)iVar13 <= sVar4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:53984
8	short	while ((short)iVar18 < 7);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:81833
8	short	while ((short)iVar3 < 8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:96245
8	short	while ((short)local_8 < 8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:230142
8	short	while (-1 < (short)iVar9);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:54494
8	short	while (aiStack_68[(short)uVar1] != 8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:191185
7	connect	Connect the UUT and/or DVM leads to the LC103 Final Test Box.`	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md:39
7	open	972f Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:453589
7	open	ae63 Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:418775
7	open	aedf Open GPIB Driver.vi	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:348115
7	open	createmirefnum is the reference number of the open file. The value is Not A Refnum if the file cannot be opened.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:52989
6	short	CONCAT22((short)((uint)(auStack_dec + (short)local_84 * 4 + 2) >>	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274556
6	short	Lead Zero Short & Open VIM	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt:320924
6	short	auStack_dec + (short)local_84 * 4 + 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274558
6	short	auStack_dfc[(int)local_94 + (short)local_84 * 4] =	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274706
6	short	auStack_dfc[(int)local_94 + (short)local_84 * 4];	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274782
6	short	auStack_e50 + ((int)local_94 + (short)local_84 * 2) * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274712
6	short	bVar27 = (short)uVar13 == 0;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:352539
6	short	double)*(float *)(iVar9 + (short)local_18 *	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:339879
6	short	fStack_13940 = ((float)(int)(short)local_1c *	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:273608
6	short	iVar12 = (short)local_1c * 2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:339409
6	short	iVar6 = (int)local_94 + (short)local_84 * 4;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274787
6	short	iVar9 = (short)local_14 * 2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:339388
6	short	int)(short)local_84 << 1,auStack_dec + (short)local_84 * 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274551
6	short	int)local_94 + (short)local_84 * 4,	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274711
6	short	int)local_94 + (short)local_84 * 4,auStack_e50[iVar6 * 2],	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274790
6	short	local_18 = (short *)CONCAT22(local_18._2_2_,(short)uVar3);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:273281
6	short	local_18 = (short *)CONCAT22(local_18._2_2_,uVar2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:273638
6	short	local_18 = (short *)auStack_138f0;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:273113
6	short	local_28 = (int)(short)(sVar6 + -1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:74407
6	short	local_2c = (short)*(char *)((int)local_8c + local_38 + -4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:287781
6	short	local_2c = -(short)*(char *)((int)local_8c + local_38 + -4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:287788
6	short	local_30 = (short *)(int)sVar6;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:338159
6	short	local_34), (short)psVar7 != 0)) goto LAB_211a02db;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:314091
6	short	local_40 = (double)(int)(short)local_864[iVar6] + local_40;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:274834
6	short	local_4c = (short *)(&DAT_2120f8de + iVar15);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:86224
6	short	local_50 = local_50 + (short)local_28 * 2 + (short)local_28 * 2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:337842
6	short	local_78 = (short)local_24 * 8;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:337872
6	short	local_78), psVar4 = psVar7, (short)psVar7 != 0))	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:313986
6	short	local_8 = CONCAT22(local_8._2_2_,*(undefined2 *)(uVar15 + (short)local_18 * 2)	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:339627
6	short	psVar13 = (short)(uVar17 - 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:74543
6	short	psVar4 = (short *)(uint)uVar13;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:314179
6	short	psVar7 = (short *)((int)local_88 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:340431
6	short	psVar8 = (short *)(local_34 + 1);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:299074
6	short	psVar9 = (short *)((int)pvVar4 + 4);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:177882
6	short	sVar2 = *(short *)(local_18 + iVar16);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:340301
6	short	sVar2 = *(short *)(local_38 + local_5c * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:267217
6	short	sVar3 != *(short *)(local_2c +	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:339413
6	short	sVar3 = (short)(cVar2 >> 7);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:286712
6	short	sVar3 = *(short *)(local_2c + ((short)local_8 / (short)local_58) * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:339396
6	short	short *)((short)iVar19 * 2 + iVar9) = psVar2[4];	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:338119
6	short	short *)(iVar9 + iVar20 * 2) = sVar6;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:338208
6	short	short)((short)local_8 / sVar3) * 2));	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:339465
6	short	short)(0 / (longlong)(int)(short)local_58) * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:340595
6	short	short)psVar4 != 0)) goto LAB_2119fc82;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:313918
6	short	short)psVar7 != 0)) goto LAB_211a02db;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:314117
6	short	uVar11 = (uint)*(short *)((int)puVar6 + uVar10 * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:314153
6	short	uVar14 = _write((int)(short)local_c,pcVar10,(int)pcVar9 * 2);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:85571
6	short	uVar15 = (short)local_14 * 2;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:339436
6	short	uVar4 = (int)(short)local_14 - 1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:287152
6	short	uVar5 = (int)(short)local_18 - 1;	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:287702
6	short	undefined2 *)((short)iVar19 * 2 + iVar9) = **(undefined2 **)(psVar2 + 6);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:338109
6	short	undefined2 *)(uVar15 + (short)local_24 * 2));	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:340090
6	short	while ((int)local_2c < (int)(short)(ushort)puVar22[1]);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:352827
6	short	while ((int)sVar6 < (int)(short)*puVar12 / (int)(short)uVar8);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:338555
6	short	while ((int)uVar7 < (int)(short)local_24);	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt:86937
